Height,Weight,Age,Gender,Activity,Diet,Health Goal,Breakfast,B_Calories,B_Carbs,B_Protein,B_Fats,Lunch,L_Calories,L_Carbs,L_Protein,L_Fats,Dinner,D_Calories,D_Carbs,D_Protein,D_Fats
176,85,55,Male,Sedentary,Vegetarian,Maintain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Palak Paneer & Chapati + Guava,490,80,22,12
173,56,28,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
162,77,26,Male,Sedentary,Vegetarian,Muscle Gain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
165,79,24,Male,Sedentary,Vegetarian,Maintain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
180,62,59,Male,Very Active,Non-Vegetarian,Weight Loss,Chicken Omelette & Millet Roti + Pineapple,360,54,20,9,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
156,66,50,Female,Lightly Active,Vegetarian,Maintain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
164,85,35,Male,Moderately Active,Non-Vegetarian,Maintain,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Pumpkin Rasam & Quinoa + Pomegranate,470,70,20,8
186,64,33,Male,Lightly Active,Non-Vegetarian,Maintain,Fish Cutlet & Ragi Idli + Banana,350,53,19,8,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
160,98,28,Male,Moderately Active,Vegetarian,Maintain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
152,80,49,Male,Lightly Active,Vegetarian,Maintain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Brinjal Gothsu & Millets + Apple,470,70,20,8
186,71,43,Male,Sedentary,Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
150,94,48,Male,Sedentary,Non-Vegetarian,Maintain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
158,62,44,Male,Sedentary,Non-Vegetarian,Weight Loss,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Egg Omelette & Steamed Rice + Beetroot Salad,600,90,30,16
170,95,59,Male,Lightly Active,Non-Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Rajma Masala & Bajra Roti + Curd,500,82,23,13
165,96,41,Male,Sedentary,Vegetarian,Weight Loss,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
179,88,20,Female,Sedentary,Non-Vegetarian,Muscle Gain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Grilled Chicken & Bajra Roti + Curd,670,95,38,20,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
157,71,42,Male,Moderately Active,Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Rajma Masala & Bajra Roti + Mango,490,80,21,11
166,80,37,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
175,78,58,Female,Very Active,Vegetarian,Weight Loss,Dosa & Coconut Chutney + Orange,320,55,8,5,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
188,75,47,Female,Sedentary,Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
169,69,23,Female,Lightly Active,Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
172,54,25,Female,Sedentary,Non-Vegetarian,Maintain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Mutton Keema Curry & Parotta + Buttermilk,750,100,42,24
185,95,59,Male,Moderately Active,Vegetarian,Weight Loss,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
173,67,29,Male,Lightly Active,Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
161,51,46,Female,Moderately Active,Vegetarian,Weight Loss,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
167,75,38,Female,Very Active,Non-Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Mutton Soup & Millet Roti + Spinach Stir Fry,650,90,40,18
158,85,51,Male,Lightly Active,Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
172,65,43,Female,Sedentary,Vegetarian,Weight Loss,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
157,72,32,Female,Very Active,Vegetarian,Weight Loss,Idli & Sambar + Banana,280,50,10,2,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
189,96,46,Female,Lightly Active,Non-Vegetarian,Weight Loss,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
171,87,50,Female,Lightly Active,Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Adai & Avial + Mixed Fruit Salad,490,75,22,10
155,67,33,Male,Sedentary,Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
189,84,53,Male,Moderately Active,Non-Vegetarian,Weight Loss,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
184,90,30,Male,Very Active,Non-Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
171,74,26,Female,Lightly Active,Vegetarian,Muscle Gain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Rajma Masala & Bajra Roti + Curd,500,82,23,13
166,64,52,Female,Sedentary,Non-Vegetarian,Weight Loss,Egg Appam & Coconut Stew + Muskmelon,340,54,15,7,Prawn Masala & Brown Rice + Carrot Raita,640,88,28,16,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
171,89,43,Female,Lightly Active,Non-Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Fish Curry & Red Rice + Beetroot Salad,620,85,30,15,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
164,99,27,Female,Very Active,Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
170,81,60,Female,Sedentary,Non-Vegetarian,Weight Loss,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
174,50,47,Female,Sedentary,Vegetarian,Weight Loss,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
161,98,60,Male,Moderately Active,Vegetarian,Weight Loss,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
182,67,43,Female,Lightly Active,Non-Vegetarian,Maintain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
163,96,24,Male,Moderately Active,Vegetarian,Muscle Gain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
159,91,45,Male,Lightly Active,Vegetarian,Weight Loss,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
190,85,25,Female,Very Active,Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
156,98,47,Male,Lightly Active,Vegetarian,Muscle Gain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
179,50,55,Male,Lightly Active,Non-Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Egg Biryani & Onion Raita + Curd,610,90,32,16,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
177,54,44,Female,Sedentary,Non-Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
184,97,49,Female,Moderately Active,Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Curd Rice & Pomegranate + Almonds,450,74,17,10
163,51,44,Female,Lightly Active,Vegetarian,Maintain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
164,96,27,Female,Sedentary,Non-Vegetarian,Maintain,Spicy Tuna Cutlet & Lemon Rice + Kiwi,390,60,25,11,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
156,79,38,Female,Lightly Active,Non-Vegetarian,Maintain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Rajma Curry & Brown Rice + Mango,540,82,20,12,Chicken Curry & Brown Rice + Guava,580,85,36,14
185,93,51,Male,Lightly Active,Non-Vegetarian,Maintain,Spicy Tuna Cutlet & Lemon Rice + Kiwi,390,60,25,11,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
161,54,40,Male,Moderately Active,Vegetarian,Maintain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
182,69,36,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
154,62,31,Male,Very Active,Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
154,61,49,Male,Very Active,Vegetarian,Maintain,Methi Thepla & Yogurt + Guava,340,58,14,7,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
184,70,42,Male,Sedentary,Vegetarian,Weight Loss,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
160,88,28,Female,Very Active,Non-Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Adai & Avial + Mixed Fruit Salad,490,75,22,10
189,85,28,Female,Very Active,Non-Vegetarian,Weight Loss,Egg Bhurji & Bajra Roti + Almonds,370,55,22,9,Mutton Curry & Red Rice + Beetroot Salad,720,95,38,20,Pumpkin Rasam & Quinoa + Pomegranate,470,70,20,8
186,68,31,Male,Lightly Active,Vegetarian,Weight Loss,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
164,60,43,Female,Lightly Active,Non-Vegetarian,Maintain,Egg Appam & Coconut Stew + Muskmelon,340,54,15,7,Vegetable Biryani & Raita + Guava,580,88,20,14,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
150,60,52,Female,Very Active,Non-Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Egg Biryani & Onion Raita + Curd,610,90,32,16,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
172,78,37,Male,Sedentary,Non-Vegetarian,Weight Loss,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
153,75,24,Male,Sedentary,Non-Vegetarian,Maintain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Chicken Curry & Lemon Rice + Spinach Stir Fry,650,96,35,18
179,84,51,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Fish Curry & Red Rice + Beetroot Salad,620,85,30,15,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
151,51,31,Female,Very Active,Non-Vegetarian,Weight Loss,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
177,92,58,Male,Sedentary,Vegetarian,Maintain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Adai & Avial + Mixed Fruit Salad,490,75,22,10
168,80,43,Male,Moderately Active,Vegetarian,Maintain,Idli & Sambar + Banana,280,50,10,2,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
175,89,33,Male,Lightly Active,Vegetarian,Maintain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
177,67,48,Male,Lightly Active,Non-Vegetarian,Maintain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Fish Curry & Red Rice + Beetroot Salad,620,85,30,15,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
185,65,38,Female,Moderately Active,Non-Vegetarian,Weight Loss,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Chicken Curry & Lemon Rice + Spinach Stir Fry,650,96,35,18
183,60,45,Female,Very Active,Non-Vegetarian,Muscle Gain,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Egg Masala & Ghee Rice + Carrot Raita,620,92,28,17,Mutton Keema Curry & Parotta + Buttermilk,750,100,42,24
177,56,36,Male,Very Active,Non-Vegetarian,Maintain,Fish Tawa Fry & Red Rice Idiyappam + Banana,360,53,21,8,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Egg Curry & Rice + Tomato Soup,520,80,25,12
176,88,42,Male,Very Active,Non-Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Grilled Fish & Millet Roti + Sprout Salad,550,76,30,14
169,92,41,Male,Very Active,Non-Vegetarian,Muscle Gain,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
190,59,58,Female,Moderately Active,Vegetarian,Maintain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
170,81,59,Male,Lightly Active,Vegetarian,Muscle Gain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
172,54,58,Male,Very Active,Vegetarian,Maintain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
170,74,33,Female,Moderately Active,Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
153,76,24,Female,Moderately Active,Non-Vegetarian,Maintain,Egg Curry & Chapati + Papaya,350,50,18,7,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Adai & Avial + Mixed Fruit Salad,490,75,22,10
184,85,51,Male,Lightly Active,Non-Vegetarian,Weight Loss,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Chicken Stew & Appam + Cabbage Poriyal,610,85,35,16
181,51,45,Female,Very Active,Vegetarian,Muscle Gain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
188,86,35,Female,Moderately Active,Vegetarian,Muscle Gain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
151,80,47,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Kuzhi Paniyaram & Green Chutney + Whole Eggs,320,52,9,5,Chicken Chettinad & Chapati + Spinach Salad,680,90,35,18,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
153,79,51,Male,Very Active,Vegetarian,Muscle Gain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
190,82,18,Female,Moderately Active,Non-Vegetarian,Maintain,Egg Curry & Chapati + Papaya,350,50,18,7,Fish Curry & Ragi Mudde + Cabbage Poriyal,630,88,30,16,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
153,90,60,Female,Sedentary,Vegetarian,Maintain,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
188,100,58,Male,Very Active,Vegetarian,Muscle Gain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
160,74,46,Male,Lightly Active,Vegetarian,Weight Loss,Dosa & Coconut Chutney + Orange,320,55,8,5,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
183,53,35,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
159,81,31,Female,Very Active,Non-Vegetarian,Muscle Gain,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
153,82,20,Male,Lightly Active,Non-Vegetarian,Maintain,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Fish Curry & Red Rice + Beetroot Salad,620,85,30,15,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
165,62,50,Female,Moderately Active,Vegetarian,Weight Loss,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
172,92,50,Female,Very Active,Non-Vegetarian,Maintain,Egg Curry & Chapati + Papaya,350,50,18,7,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
169,82,50,Male,Sedentary,Vegetarian,Maintain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Palak Paneer & Chapati + Guava,490,80,22,12
159,81,53,Male,Sedentary,Non-Vegetarian,Weight Loss,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Grilled Chicken & Bajra Roti + Curd,670,95,38,20,Prawn Masala & Red Rice + Guava,640,92,34,18
187,80,38,Female,Sedentary,Vegetarian,Muscle Gain,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
156,97,31,Male,Very Active,Non-Vegetarian,Maintain,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
159,75,24,Male,Lightly Active,Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
169,94,31,Female,Lightly Active,Non-Vegetarian,Maintain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
169,100,52,Female,Very Active,Vegetarian,Maintain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Lemon Rice & Papad + Sprout Salad,500,80,15,10,Adai & Avial + Mixed Fruit Salad,490,75,22,10
181,90,43,Female,Lightly Active,Non-Vegetarian,Weight Loss,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Egg Pepper Fry & Lemon Rice + Spinach Salad,640,92,34,18,Green Gram Sundal & Chapati + Banana,460,75,19,9
167,68,36,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Appam & chicken Curry + Kiwi,340,55,12,6,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
188,79,54,Female,Very Active,Vegetarian,Maintain,Ragi Porridge & Almonds + Orange,280,50,10,4,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
187,95,19,Male,Moderately Active,Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
179,71,43,Female,Sedentary,Non-Vegetarian,Muscle Gain,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Egg Pepper Masala & Millet Roti + Papaya,590,85,32,15
150,77,55,Female,Very Active,Non-Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Egg Masala & Ghee Rice + Carrot Raita,620,92,28,17,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
170,87,40,Male,Lightly Active,Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
179,53,47,Male,Very Active,Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Curd Rice & Pomegranate + Almonds,450,74,17,10
